headline,date,doc_type,material_type,section,keywords,word_count
The Subprime Loans for College Hiding in Plain Sight,2022-09-17,article,News,Your Money,"['Student Loans', 'Colleges and Universities', 'Tuition', 'Black People', 'Blacks', 'Personal Finances', 'Financial Aid (Education)', 'United States Politics and Government']",1273
Rally With Trump? Some G.O.P. Candidates Aren’t Thrilled About It.,2022-09-17,article,News,U.S.,"['Midterm Elections (2022)', 'United States Politics and Government', 'Elections, Senate', 'Elections, House of Representatives', 'Primaries and Caucuses', 'Voting and Voters', 'Polls and Public Opinion', 'Endorsements']",1448
An eastern city under attack wonders how far Ukraine’s offensive can go.,2022-09-17,article,News,World,[],307
"When Her Husband Is Guilty, What’s a Wife to Do?",2022-09-17,article,Review,Books,['Books and Literature'],872
An Unprovoked Killing Leaves a Void in a Bronx Neighborhood,2022-09-17,article,News,New York,"['Murders, Attempted Murders and Homicides', 'Mental Health and Disorders']",1337
My Life in Error,2022-09-17,article,News,Books,"['Book Trade and Publishing', 'Writing and Writers', 'Grammar', 'Spelling', 'Content Type: Personal Profile']",1187
Lip-Reading and Fashion Criticism: Meghan’s U.K. Trip Under Scrutiny,2022-09-17,article,News,World,"['News and News Media', 'Royal Families']",1098
The Spirit Behind High-End Tequila,2022-09-17,article,News,Style,"['Tequila', 'Content Type: Personal Profile', 'Women and Girls']",1918
How Dr. Becky Spends Her Sundays,2022-09-17,article,News,New York,"['Parenting', 'Millennial Generation']",928
The State of New York Fashion,2022-09-17,article,News,Style,"['New York Fashion Week', 'your-feed-fashion']",1615
A Fight Over Nantucket’s Bluff Pits Neighbor Against Neighbor,2022-09-17,article,News,Real Estate,"['Real Estate and Housing (Residential)', 'Coastal Areas', 'Beaches', 'Coast Erosion', 'Suits and Litigation (Civil)', 'Global Warming']",2563
"In the City That Never Sleeps, Some Doors Now Close at 10 p.m.",2022-09-17,article,News,New York,"['Restaurants', 'Bars and Nightclubs', 'Food Trucks and Vendors', 'Quarantine (Life and Culture)', 'Labor and Jobs']",1667
The U.S. Vowed to Defend Central American Democracy. Autocrats Had Other Plans.,2022-09-17,article,News,World,"['United States International Relations', 'United States Politics and Government', 'Human Rights and Human Rights Violations', 'Democracy (Theory and Philosophy)']",1549
Some Kids Play Sports. These Kids Train Wild Horses.,2022-09-17,article,News,U.S.,"['Horses', 'Youth']",1683
Will Welch Leads GQ to ‘the New Masculinity’,2022-09-17,article,News,Style,"['Magazines', 'Fashion and Apparel', 'Men and Boys', 'Content Type: Personal Profile']",1761
"Powerful Typhoon Thrashes Japan, With Millions Told to Evacuate",2022-09-17,article,News,World,"['Weather', 'Hurricanes and Tropical Storms']",375
Baking Challah,2022-09-17,article,briefing,Briefing,['internal-storyline-no'],1451
Cracking Down on a Wall Street Trend: E.S.G. Makeovers,2022-09-17,article,News,Business Day,"['Stocks and Bonds', 'Mutual Funds', 'Corporate Social Responsibility']",1676
‘A Crisis Coming’: The Twin Threats to American Democracy,2022-09-17,article,News,U.S.,"['Project Democracy', 'Polls and Public Opinion', 'Voter Fraud (Election Fraud)', 'Rumors and Misinformation', 'Storming of the US Capitol (Jan, 2021)', 'Presidential Election of 2020', 'United States Politics and Government', 'Presidents and Presidency (US)', 'Presidential Election of 2024', 'audio-neutral-informative']",5323
Diary of a Spelling Bee Fanatic,2022-09-17,article,News,Crosswords & Games,[],1188
When Your Dog Is a Teenager,2022-09-17,article,Op-Ed,Opinion,"['Dogs', 'Animal Behavior', 'Animal Cognition']",1479
How Low Can They Go?,2022-09-17,article,Op-Ed,Opinion,"['Asylum, Right of', 'Immigration and Emigration', 'Illegal Immigration', 'United States Politics and Government']",824
Their Sport Is on the Verge of Extinction. These Runners Won’t Give It Up.,2022-09-17,article,News,Sports,['Ultramarathon Running'],1345
What Does Queen Elizabeth’s Death Mean for Canada?,2022-09-17,article,News,World,['Royal Families'],1004
What the Martha’s Vineyard Stunt Says About the Trump Wannabes,2022-09-17,article,Op-Ed,Opinion,"['Presidential Election of 2024', 'Immigration and Emigration', 'United States Politics and Government', 'internal-sub-only-nl']",1288
Ukraine Wants the U.S. to Send More Powerful Weapons. Biden Is Not So Sure.,2022-09-17,article,News,U.S.,"['Russian Invasion of Ukraine (2022)', 'Defense and Military Forces', 'Missiles and Missile Defense Systems', 'Foreign Aid', 'Arms Trade', 'United States International Relations', 'United States Defense and Military Forces']",1869
How the Far Right Bagged Election Success in Sweden,2022-09-17,article,News,World,"['Elections', 'Politics and Government', 'Neo Nazi Groups', 'Right-Wing Extremism and Alt-Right', 'Crime and Criminals', 'Immigration and Emigration', 'Refugees and Displaced Persons']",1304
When Diversity Isn’t the Right Kind of Diversity,2022-09-17,article,Op-Ed,Opinion,"['Politics and Government', 'Race and Ethnicity', 'Black People', 'Blacks', 'Minorities', 'Discrimination']",1022
‘Are You American?’: The Question I Couldn’t Answer,2022-09-17,article,Op-Ed,Opinion,"['Immigration and Emigration', 'Children and Childhood', 'Education (K-12)', 'Japanese-Americans', 'internal-storyline-no']",65
A Sneaky Form of Climate Obstruction Hurts Pension Funds,2022-09-17,article,Op-Ed,Opinion,"['Corporations', 'Pensions and Retirement Plans', 'Global Warming', 'States (US)', 'Politics and Government', 'Blacklisting', 'Oil (Petroleum) and Gasoline', 'Greenhouse Gas Emissions', 'Supply Chain', 'Banking and Financial Institutions']",808
Reimagining K-12 Education in America,2022-09-17,article,Letter,Opinion,"['Education (K-12)', 'Colleges and Universities', 'Children and Childhood', 'Books and Literature', 'Writing and Writers']",1018
"This Time, It’s Republicans on the Defensive on Social Issues",2022-09-17,article,News,U.S.,"['Same-Sex Marriage, Civil Unions and Domestic Partnerships', 'Abortion', 'United States Politics and Government', 'Law and Legislation', 'Polls and Public Opinion', 'Midterm Elections (2022)', 'Roe v Wade (Supreme Court Decision)', 'Immigration and Emigration']",1304
"Abortion Helps Realign Puerto Rico’s Politics, Giving Conservatives an Opening",2022-09-17,article,News,U.S.,"['Abortion', 'Politics and Government', 'Conservatism (US Politics)', 'State Legislatures']",1599
"From L.A. to Rome, Ancient Sculptures Get Hero’s Welcome",2022-09-17,article,News,World,"['Museums', 'Arts and Antiquities Looting', 'Art', 'Sculpture']",713
Britons Undeterred by Daylong Waits to Mourn a Queen They Loved,2022-09-17,article,News,World,"['Funerals and Memorials', 'Royal Families']",933
Russia continues attacking in Ukraine’s east despite recent setbacks.,2022-09-17,article,News,World,['Russian Invasion of Ukraine (2022)'],579
Nancy Pelosi Visits Armenia Amid Conflict With Azerbaijan,2022-09-17,article,News,World,"['War and Armed Conflicts', 'United States International Relations', 'United States Politics and Government']",750
The Quality That Sustained Queen Elizabeth Is Hobbling Putin,2022-09-17,article,Op-Ed,Opinion,"['Royal Families', 'Democracy (Theory and Philosophy)', 'Russian Invasion of Ukraine (2022)']",840
"As Trump Inquiry Heats Up, Garland Says Divisions Imperil the Rule of Law",2022-09-17,article,News,U.S.,"['United States Politics and Government', 'Immigration and Emigration', 'Citizenship and Naturalization', 'Speeches and Statements', 'Search and Seizure', 'Classified Information and State Secrets', 'Holocaust and the Nazi Era']",880
"Maximilian Lerner, Whose Espionage Skills Helped Win a War, Dies at 98",2022-09-17,article,Obituary (Obit),U.S.,"['Deaths (Obituaries)', 'World War II (1939-45)', 'Holocaust and the Nazi Era', 'United States Defense and Military Forces', 'Espionage and Intelligence Services', 'Jews and Judaism']",1076
Storm Surge in Alaska Pulls Homes From Their Foundations,2022-09-17,article,News,U.S.,"['Floods', 'Typhoons']",856
Nancy Pelosi visits Armenia after outbreak of deadly fighting with Azerbaijan.,2022-09-17,article,News,World,[],264
"Kevin M. Cahill, 86, Dies; Tropical Disease Expert With a Political Bent",2022-09-17,article,Obituary (Obit),New York,"['Deaths (Obituaries)', 'Politics and Government', 'Hospitals', 'Doctors', 'Irish-Americans']",1098
"Power has been restored to the Zaporizhzhia nuclear plant, a U.N. watchdog says.",2022-09-17,article,News,World,['Russian Invasion of Ukraine (2022)'],361
Trump’s Former Accounting Firm Begins Turning Over Documents to Congress,2022-09-17,article,News,U.S.,"['ACCOUNTING AND ACCOUNTANTS', 'Finances', 'United States Politics and Government', 'Conflicts of Interest']",722
Because I Said So!,2022-09-17,article,News,Crosswords & Games,[],718
"Biden Warns Russia, Facing Losses, Against Using Unconventional Weapons",2022-09-17,article,News,World,"['Russian Invasion of Ukraine (2022)', 'Defense and Military Forces', 'War Crimes, Genocide and Crimes Against Humanity', 'Torture', 'Civilian Casualties', 'United States International Relations', 'Nuclear Weapons']",1375
Canelo vs GGG: How to Watch and Stream the Fight,2022-09-18,article,News,Sports,['Boxing'],151
A California Home That Conjures ‘Little Women’ on Acid,2022-09-18,multimedia,Slideshow,Homepage,[],0
New South Korean President Tries to Make His Mark on Foreign Policy,2022-09-18,article,News,World,"['Politics and Government', 'Nuclear Weapons', 'International Relations']",1435
The Queen Is Everywhere. What Will the Royal Makeover Cost?,2022-09-18,multimedia,Interactive Feature,Business Day,"['Royal Families', 'British Pound (Currency)', 'Stamps (Postal)', 'Postal Service and Post Offices', 'Condiments']",0
"Quotation of the Day: Hollywood Comes to Wrexham, With Mixed Results",2022-09-18,article,News,Today’s Paper,[],43
"Corrections: Sept. 18, 2022",2022-09-18,article,Correction,Corrections,[],678
Canelo Álvarez Outclasses Gennadiy Golovkin in Third Rivalry Fight,2022-09-18,article,News,Sports,[],432
September 2022 Times/Siena Poll: Cross-Tabs for Hispanic and Latino Respondents,2022-09-18,multimedia,Interactive Feature,The Upshot,[],0
Spelling Bee Forum,2022-09-18,article,News,Crosswords & Games,[],165
"‘She Was Not a Talented Singer, but I Enjoyed It Nonetheless’",2022-09-18,article,News,New York,[],801
"Majority of Latino Voters Out of G.O.P.’s Reach, New Poll Shows",2022-09-18,article,News,U.S.,"['Hispanic-Americans', 'Polls and Public Opinion', 'Voting and Voters', 'Midterm Elections (2022)', 'United States Economy', 'United States Politics and Government']",1750
"A ‘Time Capsule’ in Photos, Just in Case a Beach Changes",2022-09-18,article,News,Times Insider,"['Beaches', 'Photography']",749
Potent New Covid Boosters Are Here. Will Weary Americans Bother?,2022-09-18,article,News,U.S.,"['Coronavirus (2019-nCoV)', 'Coronavirus Omicron Variant', 'Vaccination and Immunization', 'Nursing Homes']",1592
Canelo and GGG End One of Boxing’s Fun Rivalries,2022-09-18,article,News,Sports,['Boxing'],1197
"Powerful Earthquake Strikes Taiwan, Killing at Least 1",2022-09-18,article,News,World,['Earthquakes'],270
"Student Loan Subsidies Could Have Dangerous, Unintended Side Effects",2022-09-18,article,News,Business Day,"['Student Loans', 'Colleges and Universities', 'For-Profit Schools', 'Financial Aid (Education)', 'Ethics and Official Misconduct', 'Tuition', 'United States Politics and Government']",1376
Apple Shot an Oscar Contender Starring Will Smith. That Was Before the Slap.,2022-09-18,article,News,Business Day,"['Movies', 'Academy Awards (Oscars)', 'Television', 'Actors and Actresses']",1266
"Homes That Sold for $545,000 or Less",2022-09-18,article,News,Real Estate,['Real Estate and Housing (Residential)'],453
Why Write? Yiyun Li’s New Novel Explores Our Urge to Invent.,2022-09-18,article,Review,Books,['Books and Literature'],1192
The Buildings That Drove Their Creators to Despair,2022-09-18,article,Review,Books,"['Books and Literature', 'ARCHITECTURE']",1075
"Echoing Trump, These Republicans Won’t Promise to Accept 2022 Results",2022-09-18,article,News,U.S.,"['Midterm Elections (2022)', 'Project Democracy', 'United States Politics and Government', 'Elections, Senate', 'Elections, Governors', 'Voter Fraud (Election Fraud)', 'Rumors and Misinformation', 'Presidential Election of 2020']",1663
What Joe Biden Knows That No One Expected Him To,2022-09-18,article,Op-Ed,Opinion,"['Medicine and Health', 'Innovation', 'Coronavirus (2019-nCoV)', 'Drugs (Pharmaceuticals)', 'Vaccination and Immunization', 'United States Politics and Government']",2202
The Proud Boys and the Long-Lived Anxieties of American Men,2022-09-18,article,Review,Books,"['Books and Literature', 'Right-Wing Extremism and Alt-Right', 'Storming of the US Capitol (Jan, 2021)', 'United States Politics and Government']",1305
The Art of Leaving Baseball Behind,2022-09-18,article,News,Sports,"['Baseball', 'Art', 'Content Type: Personal Profile', 'Sculpture']",1349
How Russian Trolls Helped Keep the Women’s March Out of Lock Step,2022-09-18,article,News,U.S.,"['Rumors and Misinformation', 'Social Media', 'Presidential Election of 2016', 'Project Democracy', 'Women and Girls', 'Demonstrations, Protests and Riots', ""Women's Rights"", 'Anti-Semitism', 'United States Politics and Government', 'audio-neutral-informative', 'audio-neutral-immersive']",3903
Children’s Drownings Mark the End of a Mother’s Descent,2022-09-18,article,News,New York,"['Murders, Attempted Murders and Homicides', 'Domestic Violence', 'Drownings', 'Child Abuse and Neglect']",1567
"In New York City, the Demand for New Developments Is Bouncing Back",2022-09-18,article,News,Real Estate,"['Real Estate and Housing (Residential)', 'Condominiums', 'Renting and Leasing (Real Estate)']",1167
"Bringing Home Some ‘Hairy Joie de Vivre,’ and Taking Notes",2022-09-18,article,News,Books,"['Dogs', 'Pets', 'Animal Behavior', 'Books and Literature', 'Writing and Writers', 'Content Type: Personal Profile']",1344
A Welsh Village Embraces Its Bond With the Queen,2022-09-18,article,News,World,"['Grief (Emotion)', 'Coal', 'Mines and Mining', 'Royal Families', 'Avalanches']",1416
Striking a Pose,2022-09-18,article,News,Style,"['Fashion and Apparel', 'Parties (Social)']",185
"Powerful Typhoon Thrashes Japan, With Millions Told to Evacuate",2022-09-18,article,News,World,"['Rain', 'Weather', 'Hurricanes and Tropical Storms']",449
Math Is the Great Secret,2022-09-18,article,Op-Ed,Opinion,"['Mathematics', 'Numbers']",929
The Sunday Read: “Why Do We Love TikTok Audio Memes? Call it ‘Brainfeel.’”,2022-09-18,article,News,Podcasts,"['Social Media', 'Mobile Applications', 'Video Recordings, Downloads and Streaming']",344
The Week in Business: Rail Strike Averted,2022-09-18,article,News,Business Day,"['Stocks and Bonds', 'United States Economy', 'Organized Labor', 'Labor and Jobs', 'Supply Chain', 'Strikes']",925
